benchmark,metric_name,decoder,decoder_label,score_mean,score_std,num_examples,decision_margin_mean,correct_margin_mean,format_valid_rate,latency_seconds_mean,decoder_steps_mean,forward_passes_mean,latency_per_step_ms_mean,latency_per_forward_ms_mean,steps_per_second_mean,tokens_per_forward_mean,factual_speedup_mean,avg_alpha,alpha_std,avg_selected_layer,switch_rate,avg_instability,avg_risk_score,trigger_rate,avg_jsd_current,avg_selection_margin,avg_selection_score,fallback_rate,avg_baseline_margin,avg_jacobi_passes,avg_jacobi_window_size,avg_jacobi_stable_prefix,avg_jacobi_commit_len,jacobi_convergence_rate,panda_disagreement_rate,panda_truth_selection_rate,avg_panda_divergence,avg_panda_safe_confidence,avg_panda_truth_confidence,avg_panda_agreement_prefix,panda_arbitration_rate,score_sem
truthfulqa,mc1,fanda,fanda,0.36666666666666664,0.49013251785356104,30,-24.739996801783068,-24.739996801783068,,9.443196047428744,114.6,114.6,82.03208302703096,82.03208302703096,12.21080885963097,1.0,1.0,1.0,0.0,3.66982424982425,0.14226699226699227,12.19995178886372,0.21617916347579388,0.3787169312169312,0.688746081783316,-0.04524035395840988,-0.321275190610079,0.0,5.45112552703373,,,,,,0.3787169312169312,1.0,0.21617916347579388,0.8111833153933143,0.7769713392369485,,0.0,0.08948554539839965
truthfulqa,mc1,panda_fandas,panda_fandas,0.26666666666666666,0.4497764451088036,30,-25.58888075133751,-25.58888075133751,,19.48716143890051,114.6,229.03333333333333,170.14380859942716,85.14260698879015,5.887871026004531,0.5004234018623143,0.5004234018623143,1.0,0.0,2.527418044918045,0.6576302401302402,12.468098749889558,0.2096877665471041,0.3483321770821771,0.6928369072151747,-0.059833446243934246,0.7612873739232694,0.0,5.470421490401959,2.0,1.8394857919857919,1.0234668109668108,1.0234668109668108,0.18398101898101898,0.3483321770821771,1.0,0.2096877665471041,0.8211208201672037,0.7612873739232694,1.0132811170311171,0.0,0.08211756827352529
truthfulqa,mc1,panda_switch,panda_switch,0.26666666666666666,0.4497764451088036,30,-20.02324411910516,-20.02324411910516,,19.515806013566422,114.6,229.16666666666666,170.51387898053412,85.26370501547244,5.875414457727927,0.5000403551251009,0.5000403551251009,0.18353294853294855,0.25904997107892413,2.3647725422725423,0.6551577126577127,12.397587245610316,0.20497649000394788,0.3469036056536057,0.6928371630168649,-0.060514788226642025,0.8630875502162584,0.8164670514670515,5.556563190137409,2.0,1.852607485107485,1.0119191919191919,1.0119191919191919,0.1593117068117068,0.3469036056536057,0.18353294853294855,0.20497649000394788,0.8271119061052487,0.7665971178786066,1.0360853498353497,0.3469036056536057,0.08211756827352529
truthfulqa,mc1,panda_switch_update4,panda_switch_update4,0.26666666666666666,0.4497764451088036,30,-20.842299933643698,-20.842299933643698,,18.755130751694377,114.6,229.16666666666666,163.8646981931846,81.93891771537692,6.110757497738774,0.5000403551251009,0.5000403551251009,0.19072871572871572,0.2768292440369636,3.5062633662633664,0.14155881155881156,12.332208300847453,0.21791668520742805,0.3770164095164095,0.6900999906369609,-0.03752266515050493,0.8666205042270143,0.8092712842712843,5.451094440137409,2.0,1.8581630406630407,1.0202525252525254,1.0202525252525254,0.16208948458948458,0.3770164095164095,0.19072871572871572,0.21791668520742805,0.8259718334946055,0.7884491683441006,1.0290611703111703,0.3770164095164095,0.08211756827352529
truthfulqa,mc2,fanda,fanda,0.5924542999404157,0.4918163475965144,30,-4.6323855477472815,-4.6323855477472815,,9.443196047428744,114.6,114.6,82.03208302703096,82.03208302703096,12.21080885963097,1.0,1.0,1.0,0.0,3.66982424982425,0.14226699226699227,12.19995178886372,0.21617916347579388,0.3787169312169312,0.688746081783316,-0.04524035395840988,-0.321275190610079,0.0,5.45112552703373,,,,,,0.3787169312169312,1.0,0.21617916347579388,0.8111833153933143,0.7769713392369485,,0.0,0.08979296924280421
truthfulqa,mc2,panda_fandas,panda_fandas,0.5161124720309036,0.48842535573495305,30,-4.668651168852312,-4.668651168852312,,19.48716143890051,114.6,229.03333333333333,170.14380859942716,85.14260698879015,5.887871026004531,0.5004234018623143,0.5004234018623143,1.0,0.0,2.527418044918045,0.6576302401302402,12.468098749889558,0.2096877665471041,0.3483321770821771,0.6928369072151747,-0.059833446243934246,0.7612873739232694,0.0,5.470421490401959,2.0,1.8394857919857919,1.0234668109668108,1.0234668109668108,0.18398101898101898,0.3483321770821771,1.0,0.2096877665471041,0.8211208201672037,0.7612873739232694,1.0132811170311171,0.0,0.08917386166450635
truthfulqa,mc2,panda_switch,panda_switch,0.5477845564443328,0.4802206149393494,30,-1.1582472994272879,-1.1582472994272879,,19.515806013566422,114.6,229.16666666666666,170.51387898053412,85.26370501547244,5.875414457727927,0.5000403551251009,0.5000403551251009,0.18353294853294855,0.25904997107892413,2.3647725422725423,0.6551577126577127,12.397587245610316,0.20497649000394788,0.3469036056536057,0.6928371630168649,-0.060514788226642025,0.8630875502162584,0.8164670514670515,5.556563190137409,2.0,1.852607485107485,1.0119191919191919,1.0119191919191919,0.1593117068117068,0.3469036056536057,0.18353294853294855,0.20497649000394788,0.8271119061052487,0.7665971178786066,1.0360853498353497,0.3469036056536057,0.08767588779376134
truthfulqa,mc2,panda_switch_update4,panda_switch_update4,0.534027322976989,0.48902523526829006,30,-1.7571956686897954,-1.7571956686897954,,18.755130751694377,114.6,229.16666666666666,163.8646981931846,81.93891771537692,6.110757497738774,0.5000403551251009,0.5000403551251009,0.19072871572871572,0.2768292440369636,3.5062633662633664,0.14155881155881156,12.332208300847453,0.21791668520742805,0.3770164095164095,0.6900999906369609,-0.03752266515050493,0.8666205042270143,0.8092712842712843,5.451094440137409,2.0,1.8581630406630407,1.0202525252525254,1.0202525252525254,0.16208948458948458,0.3770164095164095,0.19072871572871572,0.21791668520742805,0.8259718334946055,0.7884491683441006,1.0290611703111703,0.3770164095164095,0.08928338418190446
truthfulqa,mc3,fanda,fanda,0.3377777777777778,0.357993913916175,30,-23.79982756206096,-23.79982756206096,,9.443196047428744,114.6,114.6,82.03208302703096,82.03208302703096,12.21080885963097,1.0,1.0,1.0,0.0,3.66982424982425,0.14226699226699227,12.19995178886372,0.21617916347579388,0.3787169312169312,0.688746081783316,-0.04524035395840988,-0.321275190610079,0.0,5.45112552703373,,,,,,0.3787169312169312,1.0,0.21617916347579388,0.8111833153933143,0.7769713392369485,,0.0,0.06536044736715055
truthfulqa,mc3,panda_fandas,panda_fandas,0.28388888888888886,0.36868523090726635,30,-24.743713557774473,-24.743713557774473,,19.48716143890051,114.6,229.03333333333333,170.14380859942716,85.14260698879015,5.887871026004531,0.5004234018623143,0.5004234018623143,1.0,0.0,2.527418044918045,0.6576302401302402,12.468098749889558,0.2096877665471041,0.3483321770821771,0.6928369072151747,-0.059833446243934246,0.7612873739232694,0.0,5.470421490401959,2.0,1.8394857919857919,1.0234668109668108,1.0234668109668108,0.18398101898101898,0.3483321770821771,1.0,0.2096877665471041,0.8211208201672037,0.7612873739232694,1.0132811170311171,0.0,0.06731240586230354
truthfulqa,mc3,panda_switch,panda_switch,0.295,0.3588815640451516,30,-18.98845189314135,-18.98845189314135,,19.515806013566422,114.6,229.16666666666666,170.51387898053412,85.26370501547244,5.875414457727927,0.5000403551251009,0.5000403551251009,0.18353294853294855,0.25904997107892413,2.3647725422725423,0.6551577126577127,12.397587245610316,0.20497649000394788,0.3469036056536057,0.6928371630168649,-0.060514788226642025,0.8630875502162584,0.8164670514670515,5.556563190137409,2.0,1.852607485107485,1.0119191919191919,1.0119191919191919,0.1593117068117068,0.3469036056536057,0.18353294853294855,0.20497649000394788,0.8271119061052487,0.7665971178786066,1.0360853498353497,0.3469036056536057,0.06552250936675483
