benchmark,metric_name,decoder,decoder_label,score_mean,score_std,num_examples,decision_margin_mean,correct_margin_mean,format_valid_rate,latency_seconds_mean,decoder_steps_mean,forward_passes_mean,latency_per_step_ms_mean,latency_per_forward_ms_mean,steps_per_second_mean,tokens_per_forward_mean,factual_speedup_mean,avg_alpha,alpha_std,avg_selected_layer,switch_rate,avg_instability,avg_risk_score,trigger_rate,avg_jsd_current,avg_selection_margin,avg_selection_score,fallback_rate,avg_baseline_margin,avg_jacobi_passes,avg_jacobi_window_size,avg_jacobi_stable_prefix,avg_jacobi_commit_len,jacobi_convergence_rate,panda_disagreement_rate,panda_truth_selection_rate,avg_panda_divergence,avg_panda_safe_confidence,avg_panda_truth_confidence,avg_panda_agreement_prefix,panda_arbitration_rate,score_sem
truthfulqa,mc1,fanda,fanda,0.4,0.49487165930539356,50,-18.97512656884675,-18.97512656884675,,9.245618672221317,120.5,120.5,76.9384262409848,76.9384262409848,13.011143612419776,1.0,1.0,1.0,0.0,3.525182373182373,0.13527211677211676,12.447005571736414,0.23428604869330424,0.39278127428127424,0.6903204985801876,-0.06874108577847186,-0.35679034018367434,0.0,5.229919457495629,,,,,,0.39278127428127424,1.0,0.23428604869330424,0.8055174039959178,0.7551058221036482,,0.0,0.06998542122237653
truthfulqa,mc1,dola,dola,0.28,0.4535573676110726,50,-1362.9986425648342,-1362.9986425648342,,9.203491486280328,120.5,120.5,76.58958029326311,76.58958029326311,13.073488937518913,1.0,1.0,,,2.6901374736374737,0.7231899211899211,,,,6.935722875453289e-05,,6.935722875453289e-05,,,,,,,,,,,,,,,0.06414269805898185
truthfulqa,mc1,oracle_token_switch,oracle_token_switch,0.36,0.4848732213850612,50,-12.107705865261158,-12.107705865261158,,9.256297840439947,120.5,120.5,77.18296724331138,77.18296724331138,12.98146625350953,1.0,1.0,0.2982656232656232,0.4046930366257908,3.3794521034521035,0.14752242202242202,12.345086643050836,0.23545866342321292,0.2982656232656232,0.6906597394685883,-1.0595883271406021,-4.389262162128332,0.0,5.381716660292832,,,,,,0.3969039294039294,0.2982656232656232,0.23545866342321292,0.819471632020054,0.7720078199345973,,0.2982656232656232,0.06857142857142857
truthfulqa,mc1,pure_argmax_switchv2,pure_argmax_switchv2,0.38,0.49031435147801467,50,-17.690879548986846,-17.690879548986846,,9.303021919159365,120.5,120.5,77.48949558261202,77.48949558261202,12.930193780982306,1.0,1.0,0.39257925407925404,0.38166476770707175,3.6094247974247975,0.13805133755133756,12.438006022911063,0.2344501878231259,0.39257925407925404,0.690321175094411,-0.06633137616496303,-0.30393900959786013,0.0,5.23298250989462,,,,,,0.39257925407925404,0.39257925407925404,0.2344501878231259,0.8064394676068387,0.7593309421912633,,0.39257925407925404,0.06934092056863769
truthfulqa,mc1,pure_greedy,pure_greedy,0.34,0.47851812069840644,50,-11.884268882935224,-11.884268882935224,,4.5280539116001455,120.5,120.5,37.6549453150701,37.6549453150701,26.709560258693212,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0676726816132972
truthfulqa,mc2,fanda,fanda,0.5758458460194236,0.4934185141021038,50,-3.7192635422792546,-3.7192635422792546,,9.245618672221317,120.5,120.5,76.9384262409848,76.9384262409848,13.011143612419776,1.0,1.0,1.0,0.0,3.525182373182373,0.13527211677211676,12.447005571736414,0.23428604869330424,0.39278127428127424,0.6903204985801876,-0.06874108577847186,-0.35679034018367434,0.0,5.229919457495629,,,,,,0.39278127428127424,1.0,0.23428604869330424,0.8055174039959178,0.7551058221036482,,0.0,0.06977991545691754
truthfulqa,mc2,dola,dola,0.527824148006008,0.48686154799633286,50,-82.00793504895044,-82.00793504895044,,9.203491486280328,120.5,120.5,76.58958029326311,76.58958029326311,13.073488937518913,1.0,1.0,,,2.6901374736374737,0.7231899211899211,,,,6.935722875453289e-05,,6.935722875453289e-05,,,,,,,,,,,,,,,0.06885262041743735
truthfulqa,mc2,oracle_token_switch,oracle_token_switch,0.5270152629462609,0.4787204285079531,50,-1.279463316486647,-1.279463316486647,,9.256297840439947,120.5,120.5,77.18296724331138,77.18296724331138,12.98146625350953,1.0,1.0,0.2982656232656232,0.4046930366257908,3.3794521034521035,0.14752242202242202,12.345086643050836,0.23545866342321292,0.2982656232656232,0.6906597394685883,-1.0595883271406021,-4.389262162128332,0.0,5.381716660292832,,,,,,0.3969039294039294,0.2982656232656232,0.23545866342321292,0.819471632020054,0.7720078199345973,,0.2982656232656232,0.06770129225810069
truthfulqa,mc2,pure_argmax_switchv2,pure_argmax_switchv2,0.5252387951348136,0.49278979082423024,50,-3.0529641908541283,-3.0529641908541283,,9.303021919159365,120.5,120.5,77.48949558261202,77.48949558261202,12.930193780982306,1.0,1.0,0.39257925407925404,0.38166476770707175,3.6094247974247975,0.13805133755133756,12.438006022911063,0.2344501878231259,0.39257925407925404,0.690321175094411,-0.06633137616496303,-0.30393900959786013,0.0,5.23298250989462,,,,,,0.39257925407925404,0.39257925407925404,0.2344501878231259,0.8064394676068387,0.7593309421912633,,0.39257925407925404,0.0696910005582627
truthfulqa,mc2,pure_greedy,pure_greedy,0.5314276191876766,0.4751256166417676,50,0.17618234427214077,0.17618234427214077,,4.5280539116001455,120.5,120.5,37.6549453150701,37.6549453150701,26.709560258693212,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.06719290908856676
